material_deviation_avg,equipment_idle_ratio,days_elapsed_pct,budget_size,project_type_encoded,overrun_binary
0.20940854754202187,0.1770236095385294,0.26365042812241857,58.01483856819786,1,1
0.09511242578918676,0.041466975212824844,0.73336283622364,55.94683260913161,1,0
0.23658393685812462,0.2761974130074415,0.20799782555402319,32.33925189298393,0,1
0.3941453741534445,0.09425356031693806,0.1882927217369889,36.621661970351944,0,1
0.07785239254979953,0.4118445340829866,0.7036232819570278,46.36494604316671,0,1
0.0778553477491475,0.5157009792685964,0.27751146738418625,144.4967209290495,2,1
0.40425830679133046,0.6342283268293691,0.3607568386499075,66.35440641023315,1,1
0.25813825124752354,0.27170217319000567,0.5039433469514792,76.26931147939112,1,1
0.03549461053170862,0.16115555595365097,0.4819486192201142,248.65600125090424,0,0
0.21766080784547365,0.3019616530585536,0.7022922563052493,253.66277310528096,1,1
0.03658481529375679,0.24747616586330073,0.6299170244268568,71.82984408619402,0,1
0.03616864435735376,0.2773672197869529,0.6477367379395857,54.34264030645092,0,0
0.16355320888188613,0.47222499596045936,0.7069461810571387,45.08076906638299,1,1
-0.05,0.21903951367592533,0.3487208183099455,156.68236697777553,1,0
-0.05,0.25130404126245265,0.3739833150304026,76.41921831630611,0,0
0.01878824473662491,0.13449891422559376,0.472298085711221,66.07590042677238,0,0
-0.05,0.2575375190463321,0.3613428470784972,46.94930205755319,0,0
0.1765645198671493,0.5758311543371692,0.9371971886252339,48.631276475238344,0,1
-0.04344433359381797,0.17478898807467766,0.7919441374582151,116.28528824440302,1,0
-0.05,0.4404393990716352,0.23995648501762515,31.426434043895636,2,1
0.3838167784058797,0.23996872315505707,0.10475503249958909,199.5161040306757,0,1
0.07936026591242358,0.4457504855829945,0.13636577801017769,58.728450453685085,0,1
0.1321550768438263,0.41814573239418396,0.30745393338648647,79.86128918746999,0,1
-0.05,0.12477872464880943,0.19714759296132806,30.889540562764488,1,0
0.02201110958546712,0.4135696874278296,0.5533373976586863,89.1310046133758,0,0
0.1399660661477759,0.08552216071945434,0.8292959393182547,69.2236969755878,1,1
-0.05,0.10238495285184403,0.7262376877762432,86.48193264064824,0,0
0.18762564330222095,0.22850508874050057,0.28326770361986187,292.17914332515545,1,0
0.0118850358146151,0.5466614162505907,0.43940436762191803,103.7680828685166,2,1
0.06749512503721017,0.35108503224370974,0.531710078101586,47.6685882007603,2,1
0.011692809798708556,0.13941057604626686,0.7886749720778351,50.95506019226436,2,1
0.45341007321160876,0.05369951548994858,0.8132533626402401,144.9088535741657,1,1
0.11757049954717189,0.3806987361056626,0.8732605651216095,254.41190653665845,2,1
-0.05,0.2794224044294483,0.5328584629274439,112.79075952466661,0,0
0.268058084178574,0.3066911814390244,0.6901335344704834,156.17391025591056,0,1
-0.05,0.34303308364673246,0.1950303155488466,146.6120787567576,0,0
0.15759544710085596,0.47611454437072104,0.5804956159608847,280.12936958207945,1,1
-0.05,0.2554704259647891,0.3113880380504649,18.92204911281336,2,0
-0.05,0.5012006017832084,0.4669593522726194,153.5114491348711,0,0
0.15543502245644222,0.15400666296079904,0.6389429320607114,197.7470789525228,1,0
0.25292398439917385,0.06323234040516468,0.31843804717571395,30.846430390766557,1,1
0.1508462906141947,0.44834545888275384,0.14435729912724693,44.32130348613867,2,1
0.0991833091701167,0.10997586339778063,0.1086987779474439,45.57565995505835,1,0
0.06580133479392802,0.29980310270744265,0.11883560521284332,50.24785416775331,2,1
-0.05,0.5363077304756033,0.10709727688670422,61.22933221467139,0,0
